transaction_id,date,product_id,customer_id,region,quantity,unit_price,discount,revenue
T105430,2024-07-06,P0008,C00190,north,5.0,499.0,0.0,2495.0
T106203,2025-08-22,P0023,C00113,east,2.0,10713.43,0.05,20355.52
T106717,2023-12-28,P0033,C00206,north,7.0,10082.29,0.0,70576.03
T104830,2024-06-01,P0026,C00087,south,1.0,13905.57,0.0,13905.57
T102303,2023-01-22,P0013,C00168,north,3.0,9164.46,0.0,27493.38
T102867,2024-03-04,P0038,C00014,central,1.0,5836.46,0.0,5836.46
T104209,2023-02-16,P0030,C00028,central,4.0,6824.34,0.15,23202.76
T105908,2023-09-01,P0028,C00222,central,3.0,13737.15,0.05,39150.88
T101162,2025-05-12,P0017,C00096,central,6.0,382.2,0.1,2063.88
T100620,2024-02-28,P0022,C00220,central,1.0,3102.81,0.0,3102.81
T102002,2023-08-24,P0025,C00125,north,4.0,9148.51,0.0,36594.04
T106976,2024-06-29,P0035,C00231,north,6.0,8930.77,0.0,53584.62
T101780,2025-12-07,P0016,C00188,north,7.0,2604.21,0.0,18229.47
T103070,2025-07-26,P0012,C00215,east,1.0,14484.04,0.2,11587.23
T103497,2024-06-21,P0023,C00093,north,5.0,10713.43,0.0,53567.15
T103862,2023-02-24,P0040,C00175,east,1.0,12756.37,0.0,12756.37
T101623,2024-07-20,P0010,C00044,north,4.0,8164.43,0.2,26126.18
T102124,2025-05-20,P0028,C00070,west,4.0,13737.15,0.05,52201.17
T102498,2024-09-21,P0018,C00113,east,5.0,6437.51,0.0,32187.55
T106205,2023-05-12,P0011,C00128,south,1.0,8863.25,0.0,8863.25
T101038,2024-04-15,P0017,C00210,north,4.0,382.2,0.0,1528.8
T105847,2025-02-21,P0011,C00154,west,2.0,8863.25,0.0,17726.5
T101328,2023-08-12,P0029,C00215,east,6.0,12773.07,0.0,76638.42
T105766,2023-07-06,P0037,C00189,north,3.0,8484.46,0.0,25453.38
T108521,2023-02-22,P0036,C00225,south,3.0,4229.62,0.1,11419.97
T103846,2023-11-29,P0029,C00032,north,6.0,12773.07,0.0,76638.42
T103660,2023-03-29,P0032,C00161,west,4.0,5656.65,0.0,22626.6
T102246,2025-09-01,P0039,C00227,central,4.0,14579.92,0.2,46655.74
T101726,2024-09-21,P0026,C00130,east,4.0,13905.57,0.0,55622.28
T100360,2024-02-03,P0040,C00148,north,3.0,12756.37,0.15,32528.74
T108620,2024-09-25,P0036,C00221,west,2.0,4229.62,0.0,8459.24
T100318,2025-07-29,P0018,C00081,west,7.0,6437.51,0.0,45062.57
T104038,2024-12-17,P0019,C00034,east,8.0,6013.99,0.2,38489.54
T107122,2023-06-06,P0040,C00020,north,1.0,12756.37,0.2,10205.1
T102548,2024-09-09,P0032,C00150,east,4.0,5656.65,0.1,20363.94
T104269,2023-11-10,P0039,C00030,north,6.0,14579.92,0.1,78731.57
T107466,2024-12-06,P0015,C00022,north,3.0,4549.66,0.0,13648.98
T100095,2025-02-23,P0022,C00091,central,3.0,3102.81,0.0,9308.43
T100711,2025-05-16,P0024,C00152,north,6.0,11884.11,0.0,71304.66
T108287,2024-04-26,P0023,C00019,central,3.0,10713.43,0.05,30533.28
T106211,2025-06-15,P0035,C00108,west,4.0,8930.77,0.0,35723.08
T102227,2023-12-17,P0031,C00076,central,3.0,1566.84,0.0,4700.52
T102754,2024-03-04,P0035,C00007,central,10.0,8930.77,0.0,89307.7
T104905,2025-07-17,P0013,C00199,central,6.0,9164.46,0.0,54986.76
T100700,2025-08-08,P0029,C00237,central,4.0,12773.07,0.05,48537.67
T103154,2024-01-22,P0036,C00063,north,2.0,4229.62,0.0,8459.24
T106338,2023-12-11,P0015,C00146,central,4.0,4549.66,0.1,16378.78
T100267,2024-11-26,P0028,C00067,central,8.0,13737.15,0.05,104402.34
T100119,2023-06-03,P0015,C00068,north,8.0,4549.66,0.0,36397.28
T101614,2023-05-20,P0040,C00170,west,4.0,12756.37,0.0,51025.48
T104415,2024-04-18,P0015,C00050,east,4.0,4549.66,0.0,18198.64
T102375,2023-06-20,P0008,C00049,east,4.0,499.0,0.0,1996.0
T104336,2024-03-09,P0009,C00066,west,4.0,11247.7,0.0,44990.8
T108241,2023-06-17,P0005,C00210,north,3.0,8621.09,0.0,25863.27
T105851,2025-05-18,P0009,C00133,east,3.0,11247.7,0.0,33743.1
T107819,2025-05-04,p0037 ,C00202,west,6.0,8484.46,0.15,43270.75
T102312,2025-04-28,P0039,C00075,north,1.0,14579.92,0.0,14579.92
T101354,2025-09-03,P0003,C00063,north,4.0,10949.99,0.0,43799.96
T105639,2023-06-26,P0005,C00141,south,7.0,8621.09,0.1,54312.87
T105336,2023-05-29,P0036,C00179,north,6.0,4229.62,0.0,25377.72
T105955,2023-07-17,P0015,C00116,central,1.0,4549.66,0.0,4549.66
T108301,2024-11-27,P0016,C00127,south,8.0,2604.21,0.0,20833.68
T103777,2025-04-27,P0038,C00129,central,1.0,5836.46,0.0,5836.46
T100080,2023-12-11,P0037,C00112,south,6.0,8484.46,0.0,50906.76
T101483,2025-03-12,P0004,C00116,central,8.0,4999.13,0.0,39993.04
T104067,2024-03-14,P0026,C00238,west,3.0,13905.57,0.0,41716.71
T104880,2023-09-07,P0017,C00179,north,5.0,382.2,0.0,1911.0
T104700,2024-12-31,P0040,C00026,north,16.0,12756.37,0.2,163281.54
T100940,2024-11-26,P0003,C00098,east,3.0,10949.99,0.0,32849.97
T100509,2023-08-26,P0013,C00015,south,3.0,9164.46,0.0,27493.38
T103317,2023-06-28,P0033,C00017,east,1.0,10082.29,0.15,8569.95
T102478,2023-10-10,P0025,C00105,west,9.0,9148.51,0.0,82336.59
T101937,2024-03-09,P0021,C00209,east,3.0,359.09,0.0,1077.27
T102149,2025-08-31,P0014,C00207,central,2.0,500.0,0.0,1000.0
T102025,2023-07-11,P0035,C00231,north,5.0,8930.77,0.0,44653.85
T108318,2023-01-13,P0008,C00162,north,1.0,499.0,0.0,499.0
T107172,2025-05-19,P0017,C00189,north,11.0,382.2,0.05,3993.99
T101183,2024-03-21,P0001,C00232,west,4.0,6017.98,0.0,24071.92
T102691,2023-05-09,P0024,C00196,east,6.0,11884.11,0.0,71304.66
T105327,2024-08-28,P0030,C00085,central,5.0,6824.34,0.15,29003.44
T103244,2023-02-28,P0001,C00147,north,1.0,6017.98,0.0,6017.98
T108829,2025-12-12,P0008,C00155,west,11.0,499.0,0.2,4391.2
T100668,2025-09-10,P0019,C00001,west,8.0,6013.99,0.2,38489.54
T102354,2024-01-16,P0039,C00020,north,1.0,14579.92,0.0,14579.92
T100789,2023-10-04,P0022,C00205,north,4.0,3102.81,0.05,11790.68
T104587,2024-09-07,P0024,C00132,central,4.0,11884.11,0.15,40405.97
T106499,2025-04-12,P0006,C00027,south,3.0,7884.39,0.0,23653.17
T101452,2023-12-04,P0002,C00123,north,7.0,13910.88,0.0,97376.16
T104970,2023-07-14,P0002,C00075,west,3.0,13910.88,0.0,41732.64
T108757,2023-11-21,P0029,C00206,north,1.0,12773.07,0.0,12773.07
T106498,2025-11-11,P0016,C00040,north,11.0,2604.21,0.1,25781.68
T100511,2025-04-07,P0038,C00029,east,11.0,5836.46,0.05,60991.01
T108844,2024-05-07,P0015,C00042,central,2.0,4549.66,0.0,9099.32
T103534,2024-04-24,P0038,C00060,central,5.0,5836.46,0.0,29182.3
T102825,2023-09-14,P0003,C00210,north,4.0,10949.99,0.05,41609.96
T103960,2024-12-25,P0021,C00052,east,1.0,359.09,0.0,359.09
T107907,2023-10-17,P0002,C00137,south,1.0,13910.88,0.05,13215.34
T108235,2025-05-28,P0032,C00127,south,4.0,5656.65,0.0,22626.6
T103646,2024-07-29,P0005,C00211,west,2.0,8621.09,0.0,17242.18
T100169,2024-04-11,P0027,C00188,north,6.0,9818.49,0.2,47128.75
T107735,2024-06-07,P0017,C00190,north,3.0,382.2,0.1,1031.94
T107710,2024-07-09,P0017,C00069,central,3.0,382.2,0.05,1089.27
T102128,2023-08-26,P0017,C00229,east,5.0,382.2,0.0,1911.0
T105633,2023-09-21,P0010,C00106,west,7.0,8164.43,0.0,57151.01
T100554,2023-07-30,P0016,C00135,north,1.0,2604.21,0.0,2604.21
T107030,2024-12-14,P0027,C00188,north,5.0,9818.49,0.0,49092.45
T101022,2025-07-28,P0013,C00212,south,1.0,9164.46,0.0,9164.46
T100828,2023-09-19,P0014,C00058,east,6.0,500.0,0.0,3000.0
T105186,2025-07-28,P0005,C00195,east,6.0,8621.09,0.0,51726.54
T107475,2025-02-21,P0012,C00246,south,5.0,14484.04,0.0,72420.2
T104204,2023-09-28,P0003,C00104,south,1.0,10949.99,0.0,10949.99
T103685,2025-11-02,P0005,C00162,north,5.0,8621.09,0.0,43105.45
T106978,2023-12-31,P0006,C00028,central,3.0,7884.39,0.0,23653.17
T102006,2023-07-11,P0013,C00020,north,3.0,9164.46,0.05,26118.71
T100088,2023-05-29,P0040,C00120,west,2.0,12756.37,0.2,20410.19
T104899,2023-04-29,P0039,C00013,central,4.0,14579.92,0.05,55403.7
T103433,2025-03-28,P0005,C00230,east,7.0,8621.09,0.05,57330.25
T105018,2023-10-05,P0026,C00075,north,2.0,13905.57,0.05,26420.58
T107136,2023-12-14,P0009,C00013,central,7.0,11247.7,0.0,78733.9
T107039,2025-07-18,P0014,C00228,south,1.0,500.0,0.0,500.0
T107131,2025-06-18,P0032,C00001,west,1.0,5656.65,0.15,4808.15
T108764,2023-03-04,P0025,C00217,north,6.0,9148.51,0.0,54891.06
T101906,2025-09-20,P0012,C00245,central,1.0,14484.04,0.0,14484.04
T104775,2023-03-25,P0027,C00077,south,2.0,9818.49,0.0,19636.98
T103519,2023-05-10,P0004,C00178,west,4.0,4999.13,0.0,19996.52
T106334,2024-06-24,P0021,C00185,central,7.0,359.09,0.0,2513.63
T107137,2025-04-28,P0018,C00119,south,6.0,6437.51,0.2,30900.05
T102680,2024-12-31,P0007,C00096,central,8.0,14423.4,0.0,115387.2
T101737,2024-10-19,P0034,C00178,west,4.0,10038.95,0.05,38148.01
T101807,2024-01-21,P0001,C00018,central,1.0,6017.98,0.0,6017.98
T103333,2025-03-24,P0004,C00043,west,6.0,4999.13,0.0,29994.78
T104060,2025-02-08,P0027,C00092,south,5.0,9818.49,0.0,49092.45
T102864,2024-08-03,P0024,C00115,east,4.0,11884.11,0.05,45159.62
T104661,2025-05-29,P0001,C00181,south,6.0,6017.98,0.0,36107.88
T105471,2025-12-24,P0019,C00044,south,1.0,6013.99,0.2,4811.19
T102896,2023-11-23,P0015,C00058,east,6.0,4549.66,0.0,27297.96
T103884,2024-03-21,P0004,C00193,east,3.0,4999.13,0.0,14997.39
T102706,2024-10-14,P0029,C00036,north,3.0,12773.07,0.05,36403.25
T103593,2024-06-03,P0006,C00221,west,6.0,7884.39,0.05,44941.02
T106701,2025-01-31,P0032,C00233,west,3.0,5656.65,0.0,16969.95
T103745,2023-12-19,P0034,C00096,central,6.0,10038.95,0.0,60233.7
T105826,2025-03-13,P0028,C00077,south,4.0,13737.15,0.0,54948.6
T108182,2025-10-28,P0005,C00198,east,5.0,8621.09,0.0,43105.45
T107370,2023-09-12,P0021,C00236,east,1.0,359.09,0.0,359.09
T100076,2024-04-11,P0040,C00161,west,4.0,12756.37,0.05,48474.21
T107151,2025-07-08,P0029,C00057,east,1.0,12773.07,0.0,12773.07
T105013,2025-10-01,P0032,C00207,central,5.0,5656.65,0.0,28283.25
T106998,2023-02-28,P0034,C00067,north,1.0,10038.95,0.0,10038.95
T101670,2024-09-25,P0012,C00221,west,5.0,14484.04,0.0,72420.2
T107637,2023-05-13,P0007,C00086,west,6.0,14423.4,0.0,86540.4
T105814,2025-04-18,P0001,C00077,south,1.0,6017.98,0.1,5416.18
T108602,2025-05-17,P0031,C00037,south,3.0,1566.84,0.2,3760.42
T100315,2025-07-30,P0009,C00167,east,4.0,11247.7,0.0,44990.8
T105949,2023-05-21,P0020,C00123,north,5.0,4508.3,0.0,22541.5
T103574,2025-07-26,P0039,C00190,north,3.0,14579.92,0.0,43739.76
T105882,2024-06-22,P0004,C00170,west,5.0,4999.13,0.0,24995.65
T107898,2024-04-20,P0035,C00200,north,4.0,8930.77,0.0,35723.08
T107680,2025-07-21,P0006,C00217,north,9.0,7884.39,0.1,63863.56
T104823,2025-07-13,P0007,C00012,east,2.0,14423.4,0.0,28846.8
T107503,2025-10-15,P0008,C00199,central,5.0,499.0,0.0,2495.0
T107049,2024-11-06,P0026,C00239,east,3.0,13905.57,0.0,41716.71
T101765,2023-02-28,P0013,C00029,east,8.0,9164.46,0.0,73315.68
T106306,2025-10-28,P0001,C00124,west,1.0,6017.98,0.0,6017.98
T101470,2023-06-15,P0009,C00005,east,2.0,11247.7,0.0,22495.4
T103997,2023-03-09,P0019,C00044,south,2.0,6013.99,0.0,12027.98
T105130,2024-11-17,P0036,C00073,south,3.0,4229.62,0.0,12688.86
T103460,2024-06-14,P0004,C00131,west,3.0,4999.13,0.05,14247.52
T100747,2023-04-13,P0039,C00043,west,5.0,14579.920000000002,0.0,72899.6
T105304,2024-12-13,P0003,C00105,west,13.0,10949.99,0.0,142349.87
T102455,2025-04-23,P0019,C00080,north,1.0,6013.99,0.0,6013.99
T107359,2024-08-09,P0007,C00224,central,5.0,14423.4,0.0,72117.0
T105929,2025-10-22,P0001,C00226,west,13.0,6017.98,0.0,78233.74
T105058,2023-06-15,P0022,C00143,south,5.0,3102.81,0.0,15514.05
T107613,2025-03-01,P0013,C00090,south,2.0,9164.46,0.05,17412.47
T108430,2025-01-17,P0019,C00244,south,3.0,6013.99,0.0,18041.97
T104556,2023-11-29,P0024,C00002,west,4.0,11884.11,0.15,40405.97
T106547,2025-05-23,P0038,C00026,north,1.0,5836.46,0.0,5836.46
T100265,2023-10-05,P0005,C00177,south,5.0,8621.09,0.1,38794.9
T103971,2024-06-13,P0032,C00103,west,3.0,5656.65,0.0,16969.95
T101803,2024-07-09,P0015,C00245,central,6.0,4549.66,0.10000014653109607,24568.16
T101071,2024-09-12,P0012,C00024,south,3.0,14484.04,0.05,41279.51
T107757,2024-05-05,P0013,C00171,east,6.0,9164.46,0.0,54986.76
T100457,2023-08-04,P0007,C00221,west,4.0,14423.4,0.0,57693.6
T106984,2023-03-27,P0026,C00033,north,2.0,13905.57,0.2,22248.91
T104391,2025-11-08,P0025,C00073,south,4.0,9148.51,0.0,36594.04
T108437,2023-03-06,P0007,C00165,west,6.0,14423.4,0.0,86540.4
T108741,2023-04-17,P0028,C00166,central,2.0,13737.15,0.0,27474.3
T101791,2024-05-02,P0031,C00107,east,2.0,1566.84,0.0,3133.68
T108697,2025-12-15,P0005,C00148,north,9.0,8621.09,0.0,77589.81
T107716,2023-11-16,P0022,C00012,east,11.0,3102.81,0.0,34130.91
T101631,2023-05-17,P0001,C00091,central,2.0,6017.98,0.0,12035.96
T105527,2023-10-02,P0027,C00225,south,7.0,9818.49,0.0,68729.43
T108884,2023-01-14,P0011,C00135,north,5.0,8863.25,0.0,44316.25
T101559,2025-05-19,P0010,C00024,south,3.0,8164.43,0.05,23268.63
T101018,2023-07-28,P0036,C00162,north,9.0,4229.62,0.0,38066.58
T107252,2023-11-07,P0032,C00097,west,4.0,5656.65,0.0,22626.6
T103153,2024-01-14,P0001,C00245,central,4.0,6017.98,0.0,24071.92
T108279,2025-11-09,P0005,C00060,east,11.0,8621.09,0.0,94831.99
T106504,2024-11-05,P0011,C00219,west,1.0,8863.25,0.0,8863.25
T102531,2024-11-22,P0017,C00073,south,3.0,382.2,0.0,1146.6
T101413,2024-03-03,P0023,C00096,central,2.0,10713.43,0.0,21426.86
T107345,2025-02-09,P0010,C00030,north,4.0,8164.43,0.1,29391.95
T107193,2024-12-31,P0002,C00031,south,8.0,13910.88,0.0,111287.04
T100708,2024-03-16,P0034,C00236,east,6.0,10038.95,0.05,57222.02
T103107,2025-08-13,P0021,C00156,south,2.0,359.09,0.1,646.36
T102753,2024-06-06,P0026,C00016,west,1.0,13905.57,0.0,13905.57
T108221,2025-04-20,P0004,C00050,east,7.0,4999.13,0.15,29744.82
T104975,2023-06-26,P0001,C00109,north,2.0,6017.98,0.0,12035.96
T105310,2024-02-19,P0021,C00065,east,2.0,359.09,0.1,646.36
T108213,2023-02-26,P0008,C00160,south,4.0,499.0,0.0,1996.0
T108633,2023-11-27,P0038,C00025,south,3.0,5836.46,0.05,16633.91
T107885,2025-01-23,P0038,C00099,east,2.0,5836.46,0.0,11672.92
T108853,2023-03-16,P0004,C00117,west,5.0,4999.13,0.0,24995.65
T102846,2023-09-16,P0032,C00155,west,6.0,5656.65,0.0,33939.9
T108544,2023-01-21,P0017,C00146,central,1.0,382.2,0.0,382.2
T108051,2024-01-05,P0018,C00037,south,3.0,6437.51,0.0,19312.53
T105040,2025-04-18,P0032,C00106,south,4.0,5656.65,0.0,22626.6
T107664,2024-08-01,P0002,C00089,east,1.0,13910.88,0.0,13910.88
T108104,2024-10-19,P0002,C00048,south,10.0,13910.88,0.0,139108.8
T102698,2023-07-07,P0019,C00183,south,4.0,6013.99,0.15,20447.57
T103428,2025-04-04,P0040,C00111,north,6.0,12756.37,0.0,76538.22
T105193,2024-09-06,P0029,C00141,south,2.0,12773.07,0.05,24268.83
T106224,2025-04-12,P0001,C00089,east,6.0,6017.98,0.0,36107.88
T106360,2024-04-17,P0025,C00058,east,4.0,9148.51,0.2,29275.23
T106443,2024-03-25,P0008,C00023,west,4.0,499.0,0.0,1996.0
T100761,2024-02-16,P0039,C00172,central,6.0,14579.92,0.0,87479.52
T105440,2024-11-30,P0018,C00153,central,10.0,6437.51,0.05,61156.34
T106159,2023-08-01,P0001,C00240,south,3.0,6017.98,0.0,18053.94
T103680,2024-06-29,P0040,C00019,central,7.0,12756.37,0.0,89294.59
T100908,2025-01-30,P0029,C00241,south,1.0,12773.07,0.1,11495.76
T105340,2025-05-14,P0030,C00193,east,4.0,6824.34,0.0,27297.36
T101010,2025-02-14,P0016,C00018,central,1.0,2604.21,0.0,2604.21
T100624,2024-05-09,P0010,C00059,north,3.0,8164.43,0.05,23268.63
T101402,2025-09-19,P0024,C00184,east,1.0,11884.11,0.0,11884.11
T101603,2025-05-09,P0011,C00227,central,4.0,8863.25,0.1,31907.7
T106271,2024-05-07,P0005,C00120,west,2.0,8621.09,0.0,17242.18
T105350,2025-04-08,P0016,C00019,central,4.0,2604.21,0.1,9375.16
T107940,2024-10-25,P0028,C00131,west,3.0,13737.15,0.05,39150.88
T108031,2024-09-18,P0021,C00112,south,8.0,359.09,0.15,2441.81
T107895,2025-12-12,P0037,C00079,south,11.0,8484.46,0.0,93329.06
T108242,2023-11-02,P0002,C00113,east,1.0,13910.88,0.0,13910.88
T100106,2023-06-04,P0031,C00082,east,5.0,1566.84,0.0,7834.2
T108609,2023-05-06,P0030,C00151,east,2.0,6824.34,0.0,13648.68
T103614,2025-06-23,P0015,C00151,east,1.0,4549.66,0.0,4549.66
T103980,2024-12-13,P0004,C00152,north,6.0,4999.13,0.0,29994.78
T104682,2024-04-18,P0023,C00162,north,5.0,10713.43,0.0,53567.15
T105359,2025-10-03,P0004,C00037,south,6.0,4999.13,0.0,29994.78
T100582,2025-12-25,P0034,C00160,south,7.0,10038.95,0.1,63245.39
T108670,2023-06-01,P0040,C00217,north,6.0,12756.37,0.1,68884.4
T104296,2023-08-31,P0040,C00108,west,7.0,12756.37,0.0,89294.59
T107866,2025-01-18,P0019,C00086,west,5.0,6013.99,0.2,24055.96
T103166,2024-01-18,P0028,C00035,central,4.0,13737.15,0.0,54948.6
T105615,2023-09-02,P0009,C00197,south,5.0,11247.7,0.0,56238.5
T101543,2023-10-26,P0032,C00236,east,5.0,5656.65,0.1,25454.92
T100212,2024-05-01,P0030,C00014,central,2.0,6824.34,0.05,12966.25
T100592,2025-08-25,p0017 ,C00159,north,4.0,382.2,0.0,1528.8
T103819,2025-12-10,P0029,C00204,central,9.0,12773.07,0.0,114957.63
T102847,2024-02-26,P0016,C00008,south,4.0,2604.21,0.0,10416.84
T108088,2023-06-05,P0038,C00054,central,6.0,5836.46,0.05,33267.82
T104861,2023-10-13,P0005,C00038,west,5.0,8621.09,0.0,43105.45
T107975,2025-11-16,P0031,C00147,north,9.0,1566.84,0.0,14101.56
T105836,2024-02-16,P0022,C00163,south,2.0,3102.81,0.0,6205.62
T105244,2025-12-25,P0030,C00208,central,3.0,6824.34,0.0,20473.02
T105180,2023-07-15,P0035,C00113,east,3.0,8930.77,0.15,22773.46
T104032,2024-10-18,P0027,C00067,central,3.0,9818.49,0.0,29455.47
