transaction_id,date,product_id,customer_id,region,quantity,unit_price,discount,revenue
T105908,01-Sep-2023,P0028,C00222,Central,3.0,13737.15,0.05,39150.88
T101162,2025-05-12,P0017,C00096,Central,6.0,382.2,0.1,2063.88
T100620,28-Feb-2024,P0022,C00220,,1.0,3102.81,0.0,3102.81
T102002,2023-08-24,P0025,C00125,North,4.0,9148.51,0.0,36594.04
T106976,06/29/2024,P0035,C00231,north,6.0,8930.77,0.0,53584.62
T101780,07-Dec-2025,P0016,C00188,North,7.0,2604.21,0.0,18229.47
T103070,26-Jul-2025,P0012,C00215,East,1.0,14484.04,0.2,11587.23
T103497,21/06/2024,P0023,C00093,North,5.0,10713.43,0.0,53567.15
T103862,02/24/2023,P0040,C00175,East,-1.0,12756.37,0.0,12756.37
T101623,20/07/2024,P0010,C00044,,4.0,8164.43,0.2,26126.18
T102124,20-May-2025,P0028,C00070,West,4.0,13737.15,0.05,52201.17
T102498,2024-09-21,P0018,C00113,East,5.0,6437.51,0.0,32187.55
T106205,12-May-2023,P0011,C00128,South,1.0,8863.25,0.0,8863.25
T101038,04/15/2024,P0017,C00210,North,4.0,382.2,0.0,1528.8
T105847,21/02/2025,P0011,C00154,West,2.0,8863.25,0.0,17726.5
T101328,08/12/2023,P0029,C00215,East,6.0,12773.07,0.0,76638.42
T105766,2023-07-06,P0037,C00189,North,3.0,8484.46,0.0,25453.38
T108521,22-Feb-2023,P0036,C00225,SOUTH ,3.0,4229.62,0.1,11419.97
T103846,11/29/2023,P0029,C00032,North,6.0,12773.07,0.0,76638.42
T103660,29/03/2023,P0032,C00161,West,4.0,5656.65,0.0,"₹22,626.60"
T102246,2025-09-01,P0039,C00227,Central,4.0,14579.92,0.2,46655.74
T101726,21-Sep-2024,P0026,C00130,East,4.0,13905.57,0.0,55622.28
T100360,02/03/2024,P0040,C00148,North,3.0,12756.37,0.15,32528.74
T108620,25-Sep-2024,P0036,C00221,West,2.0,4229.62,0.0,8459.24
T100318,29-Jul-2025,P0018,C00081,West,7.0,6437.51,0.0,45062.57
T104038,17/12/2024,P0019,C00034,East,8.0,6013.99,0.2,38489.54
T107122,06/06/2023,P0040,C00020,North,1.0,12756.37,0.2,10205.1
T102548,09/09/2024,P0032,C00150,East,4.0,5656.65,0.1,20363.94
T104269,2023-11-10,P0039,C00030,North,6.0,14579.92,0.1,78731.57
T107466,2024-12-06,P0015,C00022,North,3.0,4549.66,0.0,13648.98
T100095,23/02/2025,P0022,C00091,Central,3.0,3102.81,0.0,9308.43
T100711,2025-05-16,P0024,C00152,North,6.0,11884.11,0.0,71304.66
T108287,26-Apr-2024,P0023,C00019,Central,3.0,10713.43,0.05,30533.28
T106211,15/06/2025,P0035,C00108,West,4.0,8930.77,0.0,35723.08
T102227,17-Dec-2023,P0031,C00076,Central,3.0,1566.84,0.0,4700.52
T102754,2024-03-04,P0035,C00007,Central,10.0,8930.77,0.0,89307.7
T104905,07/17/2025,P0013,C00199,Central,6.0,9164.46,0.0,54986.76
T100700,08/08/2025,P0029,C00237,Central,4.0,12773.07,0.05,48537.67
T103154,22-Jan-2024,P0036,C00063,North,2.0,4229.62,0.0,8459.24
T106338,2023-12-11,P0015,C00146,Central,4.0,4549.66,0.1,16378.78
T100267,11/26/2024,P0028,C00067,,8.0,13737.15,0.05,104402.34
T100119,06/03/2023,P0015,C00068,north,8.0,4549.66,0.0,36397.28
T101614,05/20/2023,P0040,C00170,West,4.0,12756.37,0.0,51025.48
T104415,18/04/2024,P0015,C00050,East,4.0,4549.66,0.0,18198.64
T102375,2023-06-20,P0008,C00049,East,,499.0,0.0,1996.0
T104336,09-Mar-2024,P0009,C00066,West,4.0,11247.7,,44990.8
T108241,2023-06-17,P0005,C00210,North,3.0,8621.09,0.0,25863.27
T105851,18-May-2025,P0009,C00133,East,3.0,11247.7,0.0,33743.1
T107819,2025-05-04,p0037 ,C00202,,6.0,8484.46,0.15,43270.75
T102312,28/04/2025,P0039,C00075,,1.0,14579.92,0.0,14579.92
T101354,03-Sep-2025,P0003,C00063,North,4.0,10949.99,0.0,43799.96
T105639,06/26/2023,P0005,C00141,South,7.0,8621.09,0.1,54312.87
T105336,2023-05-29,P0036,C00179,North,6.0,4229.62,0.0,25377.72
T105955,17-Jul-2023,P0015,C00116,Central,1.0,4549.66,0.0,4549.66
T108301,2024-11-27,P0016,C00127,SOUTH ,8.0,2604.21,0.0,20833.68
T103777,04/27/2025,P0038,C00129,Central,1.0,5836.46,0.0,5836.46
T100080,12/11/2023,P0037,C00112,South,6.0,8484.46,0.0,50906.76
T101483,03/12/2025,P0004,C00116,Central,8.0,4999.13,0.0,39993.04
T104067,03/14/2024,P0026,C00238,West,3.0,13905.57,0.0,41716.71
T104880,2023-09-07,P0017,C00179,North,5.0,382.2,0.0,1911.0
T104700,2024-12-31,P0040,C00026,North,16.0,12756.37,0.2,163281.54
T100940,26-Nov-2024,P0003,C00098,East,3.0,10949.99,0.0,32849.97
T100509,2023-08-26,P0013,C00015,South,3.0,9164.46,0.0,27493.38
T103317,06/28/2023,P0033,C00017, East,1.0,10082.29,0.15,8569.95
T102478,2023-10-10,P0025,C00105,west,9.0,9148.51,0.0,82336.59
T101937,2024-03-09,P0021,C00209,East,3.0,359.09,0.0,1077.27
T102149,31-Aug-2025,P0014,C00207,Central,2.0,500.0,0.0,1000.0
T102025,11-Jul-2023,P0035,C00231,north,5.0,8930.77,0.0,44653.85
T108318,13/01/2023,P0008,C00162,north,1.0,499.0,0.0,499.0
T107172,19/05/2025,P0017,C00189,North,11.0,382.2,0.05,3993.99
T101183,21/03/2024,P0001,C00232,West,4.0,6017.98,0.0,24071.92
T102691,05/09/2023,P0024,C00196,East,6.0,11884.11,0.0,71304.66
T105327,28/08/2024,P0030,C00085,Central,5.0,6824.34,0.15,29003.44
T103244,28-Feb-2023,P0001,C00147,North,1.0,6017.98,0.0,6017.98
T108829,12/12/2025,P0008,C00155,West,11.0,499.0,0.2,4391.2
T100668,09/10/2025,P0019,C00001,West,8.0,6013.99,0.2,38489.54
T102354,2024-01-16,P0039,C00020,North,1.0,14579.92,0.0,14579.92
T100789,2023-10-04,P0022,C00205,,4.0,3102.81,0.05,11790.68
T104587,09/07/2024,P0024,C00132,Central,4.0,11884.11,0.15,40405.97
T106499,12-Apr-2025,P0006,C00027,,3.0,7884.39,0.0,23653.17
T101452,12/04/2023,P0002,C00123,North,7.0,13910.88,0.0,97376.16
T104970,14-Jul-2023,P0002,C00075,,3.0,13910.88,0.0,41732.64
T108757,11/21/2023,P0029,C00206,North,1.0,12773.07,0.0,12773.07
T106498,11-Nov-2025,P0016,C00040,North,11.0,2604.21,0.1,25781.68
T100511,04/07/2025,P0038,C00029,East,11.0,5836.46,0.05,60991.01
T108844,07-May-2024,P0015,C00042,,2.0,4549.66,,9099.32
T103534,24/04/2024,P0038,C00060,,5.0,5836.46,0.0,"₹29,182.30"
T102825,2023-09-14,P0003,C00210,North,4.0,10949.99,0.05,41609.96
T103960,12/25/2024,P0021,C00052,East,1.0,359.09,0.0,359.09
T107907,17-Oct-2023,P0002,C00137,South,1.0,13910.88,0.05,13215.34
T108235,05/28/2025,P0032,C00127,SOUTH ,4.0,,0.0,22626.6
T103646,07/29/2024,P0005,C00211,West,2.0,8621.09,0.0,17242.18
T100169,04/11/2024,P0027,C00188,North,6.0,9818.49,0.2,47128.75
T107735,06/07/2024,P0017,C00190,North,3.0,382.2,0.1,1031.94
T107710,07/09/2024,P0017,C00069,Central,3.0,382.2,0.05,1089.27
T102128,26-Aug-2023,P0017,C00229,East,5.0,382.2,0.0,1911.0
T105633,09/21/2023,P0010,C00106,West,unknown,8164.43,0.0,57151.01
T100554,30-Jul-2023,P0016,C00135,North,1.0,2604.21,0.0,2604.21
T107030,2024-12-14,P0027,C00188,North,5.0,9818.49,0.0,49092.45
T101022,07/28/2025,P0013,C00212,South,,9164.46,0.0,9164.46
T100828,09/19/2023,P0014,C00058,East,,500.0,0.0,3000.0
T105186,2025-07-28,P0005,C00195,East,6.0,8621.09,0.0,"₹51,726.54"
T107475,02/21/2025,P0012,C00246,South,5.0,14484.04,0.0,72420.2
T104204,28/09/2023,P0003,C00104,South,1.0,10949.99,0.0,10949.99
T103685,2025-11-02,P0005,C00162,north,5.0,8621.09,0.0,43105.45
T106978,12/31/2023,P0006,C00028,Central,3.0,7884.39,0.0,23653.17
T102006,07/11/2023,P0013,C00020,North,3.0,9164.46,0.05,26118.71
T100088,29-May-2023,P0040,C00120,West,2.0,12756.37,0.2,20410.19
T104899,04/29/2023,P0039,C00013,Central,4.0,14579.92,0.05,55403.7
T103433,28/03/2025,P0005,C00230,East,7.0,8621.09,0.05,57330.25
T105018,10/05/2023,P0026,C00075,,2.0,13905.57,0.05,26420.58
T107136,12/14/2023,P0009,C00013,Central,7.0,11247.7,0.0,78733.9
T107039,18-Jul-2025,P0014,C00228,South,1.0,500.0,0.0,500.0
T107131,18/06/2025,P0032,C00001,West,1.0,5656.65,0.15,4808.15
T108764,2023-03-04,P0025,C00217,,6.0,9148.51,0.0,54891.06
T101906,09/20/2025,P0012,C00245,Central,1.0,14484.04,0.0,14484.04
T104775,2023-03-25,P0027,C00077,South,2.0,9818.49,0.0,19636.98
T103519,2023-05-10,P0004,C00178,West,4.0,4999.13,0.0,19996.52
T106334,24-Jun-2024,P0021,C00185,Central,7.0,359.09,0.0,2513.63
T107137,2025-04-28,P0018,C00119,South,6.0,6437.51,0.2,30900.05
T102680,12/31/2024,P0007,C00096,Central,8.0,14423.4,0.0,115387.2
T101737,10/19/2024,P0034,C00178,West,4.0,10038.95,0.05,38148.01
T101807,2024-01-21,P0001,C00018,Central,1.0,6017.98,0.0,6017.98
T103333,24/03/2025,P0004,C00043,West,6.0,4999.13,0.0,29994.78
T104060,02/08/2025,P0027,C00092,SOUTH ,5.0,9818.49,0.0,49092.45
T102864,08/03/2024,P0024,C00115,East,4.0,11884.11,0.05,45159.62
T104661,05/29/2025,P0001,C00181,South,6.0,6017.98,0.0,36107.88
T105471,24/12/2025,P0019,C00044,South,1.0,6013.99,0.2,4811.19
T102896,11/23/2023,P0015,C00058,East,6.0,4549.66,0.0,27297.96
T103884,21/03/2024,P0004,C00193,East,3.0,4999.13,0.0,14997.39
T102706,10/14/2024,P0029,C00036,North,3.0,12773.07,0.05,36403.25
T103593,03-Jun-2024,P0006,C00221,West,6.0,7884.39,0.05,44941.02
T106701,2025-01-31,P0032,C00233,West,3.0,5656.65,0.0,16969.95
T103745,19-Dec-2023,P0034,C00096,Central,6.0,10038.95,0.0,60233.7
T105826,2025-03-13,P0028,C00077,South,4.0,13737.15,0.0,54948.6
T108182,28-Oct-2025,P0005,C00198,,5.0,8621.09,0.0,43105.45
T107370,2023-09-12,P0021,C00236,East,1.0,,0.0,359.09
T100076,04/11/2024,P0040,C00161,West,,12756.37,0.05,48474.21
T107151,08-Jul-2025,P0029,C00057,East,1.0,12773.07,0.0,12773.07
T105013,2025-10-01,P0032,C00207,Central,5.0,5656.65,0.0,28283.25
T106998,02/28/2023,P0034,C00067,,1.0,10038.95,0.0,10038.95
T101670,25/09/2024,P0012,C00221,West,5.0,14484.04,0.0,72420.2
T107637,13/05/2023,P0007,C00086,West,6.0,14423.4,0.0,86540.4
T105814,2025-04-18,P0001,C00077,South,1.0,6017.98,0.1,5416.18
T108602,17/05/2025,P0031,C00037,South,3.0,1566.84,0.2,3760.42
T100315,30/07/2025,P0009,C00167,East,4.0,11247.7,0.0,44990.8
T105949,21/05/2023,P0020,C00123,North,5.0,4508.3,0.0,22541.5
T103574,26/07/2025,P0039,C00190,North,3.0,14579.92,0.0,43739.76
T105882,22-Jun-2024,P0004,C00170,West,5.0,4999.13,0.0,24995.65
T107898,2024-04-20,P0035,C00200,North,4.0,8930.77,0.0,35723.08
T107680,21-Jul-2025,P0006,C00217,North,9.0,7884.39,0.1,63863.56
T104823,13/07/2025,P0007,C00012,East,,14423.4,0.0,28846.8
T107503,10/15/2025,P0008,C00199,Central,5.0,499.0,0.0,2495.0
T107049,2024-11-06,P0026,C00239,East,3.0,13905.57,0.0,41716.71
T101765,2023-02-28,P0013,C00029,East,8.0,9164.46,0.0,73315.68
T106306,10/28/2025,P0001,C00124,West,1.0,6017.98,0.0,6017.98
T101470,15/06/2023,P0009,C00005,East,2.0,11247.7,0.0,22495.4
T103997,03/09/2023,P0019,C00044,South,2.0,6013.99,0.0,12027.98
T105130,17-Nov-2024,P0036,C00073,South,3.0,4229.62,0.0,12688.86
T103460,06/14/2024,P0004,C00131,West,-3.0,4999.13,0.05,14247.52
T100747,13-Apr-2023,P0039,C00043,West,5.0,,0.0,72899.6
T105304,13/12/2024,P0003,C00105,West,,10949.99,0.0,142349.87
T102455,23/04/2025,P0019,C00080,North,1.0,6013.99,0.0,6013.99
T107359,08/09/2024,P0007,C00224,Central,5.0,,0.0,"₹72,117.00"
T105929,2025-10-22,P0001,C00226,West,13.0,6017.98,0.0,78233.74
T105058,15-Jun-2023,P0022,C00143,South,-5.0,3102.81,0.0,15514.05
T107613,2025-03-01,P0013,C00090,SOUTH ,2.0,9164.46,0.05,17412.47
T108430,17-Jan-2025,P0019,C00244,South,3.0,6013.99,0.0,18041.97
T104556,29/11/2023,P0024,C00002,West,4.0,11884.11,0.15,40405.97
T106547,2025-05-23,P0038,C00026,North,1.0,5836.46,0.0,5836.46
T100265,2023-10-05,P0005,C00177,South,5.0,8621.09,0.1,38794.9
T103971,13/06/2024,P0032,C00103,West,3.0,5656.65,0.0,16969.95
T101803,07/09/2024,P0015,C00245,Central,6.0,4549.66,,24568.16
T101071,2024-09-12,P0012,C00024,South,3.0,14484.04,0.05,41279.51
T107757,05-May-2024,P0013,C00171,East,6.0,9164.46,0.0,54986.76
T100457,08/04/2023,P0007,C00221,West,4.0,,0.0,57693.6
T106984,03/27/2023,P0026,C00033,North,2.0,13905.57,0.2,22248.91
T104391,11/08/2025,P0025,C00073,South,4.0,9148.51,0.0,"₹36,594.04"
T108437,2023-03-06,P0007,C00165,West,6.0,14423.4,0.0,86540.4
T108741,2023-04-17,P0028,C00166,Central  ,2.0,13737.15,0.0,27474.3
T101791,05/02/2024,P0031,C00107,East,2.0,1566.84,0.0,3133.68
T108697,15-Dec-2025,P0005,C00148,North,9.0,8621.09,0.0,77589.81
T107716,16-Nov-2023,P0022,C00012,East,11.0,3102.81,0.0,34130.91
T101631,05/17/2023,P0001,C00091,Central,2.0,6017.98,0.0,12035.96
T105527,10/02/2023,P0027,C00225,SOUTH ,7.0,9818.49,0.0,68729.43
T108884,14/01/2023,P0011,C00135,North,5.0,8863.25,0.0,44316.25
T101559,05/19/2025,P0010,C00024,South,3.0,8164.43,0.05,23268.63
T101018,28-Jul-2023,P0036,C00162,north,9.0,4229.62,0.0,38066.58
T107252,07-Nov-2023,P0032,C00097,West,4.0,5656.65,0.0,22626.6
T103153,2024-01-14,P0001,C00245,Central,4.0,6017.98,0.0,24071.92
T108279,09-Nov-2025,P0005,C00060,,11.0,8621.09,0.0,94831.99
T106504,11/05/2024,P0011,C00219,West,1.0,8863.25,0.0,8863.25
T102531,11/22/2024,P0017,C00073,South,3.0,382.2,0.0,1146.6
T101413,03/03/2024,P0023,C00096,Central,2.0,10713.43,0.0,"₹21,426.86"
T107345,02/09/2025,P0010,C00030,North,4.0,8164.43,0.1,29391.95
T107193,31/12/2024,P0002,C00031,South,8.0,13910.88,0.0,111287.04
T100708,2024-03-16,P0034,C00236,East,6.0,10038.95,0.05,57222.02
T103107,08/13/2025,P0021,C00156,South,2.0,359.09,0.1,646.36
T102753,06/06/2024,P0026,C00016,West,1.0,13905.57,0.0,13905.57
T108221,20-Apr-2025,P0004,C00050,East,7.0,4999.13,0.15,29744.82
T104975,06/26/2023,P0001,C00109,North,2.0,6017.98,0.0,12035.96
T105310,02/19/2024,P0021,C00065, East,2.0,359.09,0.1,646.36
T108213,02/26/2023,P0008,C00160,South,4.0,499.0,0.0,1996.0
T108633,27/11/2023,P0038,C00025,South,3.0,5836.46,0.05,16633.91
T107885,23-Jan-2025,P0038,C00099,,2.0,5836.46,0.0,11672.92
T108853,16-Mar-2023,P0004,C00117,West,5.0,4999.13,0.0,24995.65
T102846,2023-09-16,P0032,C00155,West,6.0,5656.65,0.0,33939.9
T108544,21-Jan-2023,P0017,C00146,Central,1.0,382.2,0.0,₹382.20
T108051,2024-01-05,P0018,C00037,South,3.0,6437.51,0.0,19312.53
T105040,2025-04-18,P0032,C00106,,4.0,5656.65,0.0,22626.6
T107664,08/01/2024,P0002,C00089,East,1.0,13910.88,0.0,13910.88
T108104,19/10/2024,P0002,C00048,South,10.0,13910.88,0.0,139108.8
T102698,2023-07-07,P0019,C00183,South,4.0,6013.99,0.15,20447.57
T103428,2025-04-04,P0040,C00111,North,6.0,12756.37,0.0,76538.22
T105193,09/06/2024,P0029,C00141,South,2.0,12773.07,0.05,24268.83
T106224,2025-04-12,P0001,C00089,East,6.0,6017.98,0.0,36107.88
T106360,17/04/2024,P0025,C00058,East,4.0,9148.51,0.2,29275.23
T106443,25-Mar-2024,P0008,C00023,West,4.0,499.0,0.0,1996.0
T100761,2024-02-16,P0039,C00172,Central,6.0,14579.92,0.0,87479.52
T105440,11/30/2024,P0018,C00153,Central,10.0,6437.51,0.05,61156.34
T106159,2023-08-01,P0001,C00240,South,,6017.98,0.0,18053.94
T103680,29/06/2024,P0040,C00019,Central,7.0,12756.37,0.0,89294.59
T100908,01/30/2025,P0029,C00241,South,1.0,12773.07,0.1,11495.76
T105340,05/14/2025,P0030,C00193,East,4.0,6824.34,0.0,27297.36
T101010,2025-02-14,P0016,C00018,Central,1.0,2604.21,0.0,2604.21
T100624,05/09/2024,P0010,C00059,North,3.0,8164.43,0.05,23268.63
T101402,19-Sep-2025,P0024,C00184,East,1.0,11884.11,0.0,11884.11
T101603,2025-05-09,P0011,C00227,Central,4.0,8863.25,0.1,31907.7
T106271,05/07/2024,P0005,C00120,West,2.0,8621.09,0.0,17242.18
T105350,04/08/2025,P0016,C00019,Central,4.0,2604.21,0.1,9375.16
T107940,25/10/2024,P0028,C00131,West,3.0,13737.15,0.05,39150.88
T108031,18-Sep-2024,P0021,C00112,South,8.0,359.09,0.15,2441.81
T107895,2025-12-12,P0037,C00079,South,11.0,8484.46,0.0,93329.06
T108242,11/02/2023,P0002,C00113,East,1.0,13910.88,0.0,13910.88
T100106,06/04/2023,P0031,C00082,East,5.0,1566.84,0.0,7834.2
T108609,05/06/2023,P0030,C00151,East,2.0,6824.34,0.0,"₹13,648.68"
T103614,2025-06-23,P0015,C00151,East,,4549.66,0.0,4549.66
T103980,13-Dec-2024,P0004,C00152,North,6.0,4999.13,0.0,29994.78
T104682,18-Apr-2024,P0023,C00162,north,5.0,10713.43,0.0,53567.15
T105359,10/03/2025,P0004,C00037,South,6.0,4999.13,0.0,29994.78
T100582,25-Dec-2025,P0034,C00160,South,7.0,10038.95,0.1,63245.39
T108670,06/01/2023,P0040,C00217,North,6.0,12756.37,0.1,68884.4
T104296,08/31/2023,P0040,C00108,West,7.0,12756.37,0.0,89294.59
T107866,2025-01-18,P0019,C00086,West,,6013.99,0.2,24055.96
T103166,01/18/2024,P0028,C00035,Central,4.0,13737.15,0.0,54948.6
T105615,02-Sep-2023,P0009,C00197,South,5.0,,0.0,56238.5
T101543,10/26/2023,P0032,C00236,East,5.0,5656.65,0.1,25454.92
T100212,05/01/2024,P0030,C00014,Central,2.0,6824.34,0.05,12966.25
T100592,2025-08-25,p0017 ,C00159,North,4.0,382.2,0.0,1528.8
T103819,2025-12-10,P0029,C00204,Central,9.0,12773.07,0.0,114957.63
T102847,02/26/2024,P0016,C00008,South,4.0,2604.21,0.0,10416.84
T108088,2023-06-05,P0038,C00054,Central,6.0,5836.46,0.05,33267.82
T104861,2023-10-13,P0005,C00038,West,5.0,8621.09,0.0,43105.45
